1	hypothetical protein	112c69e3a82add4973f012169846b5e0
1	hypothetical protein	06528fd47666853e761ebfc208b07456
1	xanthine/uracil permease;Xanthine/uracil permease;Xanthine/uracil permease	050fb35a12d9cc829543572dda704733
1	phosphoribosylamine--glycine ligase;phosphoribosylamine--glycine ligase;phosphoribosylamine--glycine ligase;phosphoribosylamine--glycine ligase	0a798003ac4dd9e95bbcd6f42463a12e
1	prolyl-tRNA synthetase;prolyl-tRNA synthetase	0ae3ceecb5579462ed4e0ac7a60f3eb3
1	dcm2	05d699d296491bcbd31b3f3b30aa0238
1	hypothetical protein	04494ee5df1cdfde0994ffa8865f9aa4
1	glutamine synthetas;ype I;glutamine synthetas;ype I	14b267b63e3084a835d5496ede34c945
1	Resolvas;-terminal domain protein	08808a657102269c727c6b399312cfa7
1	hypothetical protein	10eb5b0a32e5bf6e484ae9690c215485
1	hypothetical protein	00721f2732a3afe3cc8c4e3c6202bae0
1	hypothetical protein	0578c5d42e527e796e842eb1e7aee592
1	hypothetical protein	084fbc3c69afb8f556ae569b6984ff48
1	dipeptidase	0f9ebfa486bb1eadc431870c7e91a2f8
1	diacylglycerol kinase catalytic region protein;sphingosine kinase;COG1597: Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase	10da8be71035919243e24d473e59e351
1	formyl-coenzyme A transferase	12ffba9888b9fba965c473712ef50da5
1	hypothetical protein;lipopolysaccharide kinase;hypothetical protein	0c0f37cf16fa64d32e5f68d98a0d335a
1	hypothetical protein	0d4a4bfbcf77a9fb8ff4b409ecf174b1
1	hypothetical protein	09525715e1318a41c30d6b3efdb85b2d
1	riboflavin synthase	072abc32b4a1fb29177df80c923f1f23
1	glutamine amidotransferase subunit PdxT	13c56c070e203309afb154e817d0ffda
1	solute binding protein of ABC transporter system	03f3e460302b7d9133162e5bdb0e0173
1	COG3464: Transposase and inactivated derivatives;transposase	076b1c21cdb13619b8ada02b2ee8833b
1	Inorganic diphosphatase;inorganic pyrophosphatase;inorganic pyrophosphatase;ppa	120aa6008d80e98bc2e589820e9c35d4
1	beta-galactosidase;beta-galactosidase I;beta-galactosidase I;beta-galactosidase I	0a52d41ca26febcd39d94058a2f2bc2b
1	conserved hypothetical protein	05e0f5ffd91e096a646711f3bcc1ecaa
1	hypothetical protein;hypothetical protein	10cffcbd8e9669ea9829bdf06d4d7fc3
1	uvrc;excinuclease ABC subunit C	11d7fc37e9b86211fb150d7dc61f0e62
1	6-phosphogluconate dehydrogenas;ecarboxylating	12d7fda733c4ee801e07ddcf27c1db6b
1	alpha-L-arabinofuranosidase	0e31681825762d6500f9cb635607aea8
1	possible S-(hydroxymethyl)glutathione dehydrogenase;COG1063: Threonine dehydrogenase and related Zn-dependent dehydrogenases;alcohol dehydrogenase;threonine dehydrogenase	03cebb7f27a62149ab95fc69d9d32594
1	IS160;esolvase	0d4c401719a012153c1b9fb2572205c5
1	hypothetical protein;hypothetical protein	0e9f16f45d05a4690891886691ca75ed
1	hypothetical protein	0e4b162a77e59e002781f050628c0ad8
1	NAD(P)H oxidoreductase	08a9a28dbc0f030687adcd4da931d79b
1	sugar ABC superfamily ATP binding cassette transporter binding protein;sugar ABC transporter solute-binding protein;COG1653: ABC-type sugar transport syste;eriplasmic component;family 1 extracellular solute-binding protein;MalE-type ABC sugar transport system periplasmic component;male-type abc sugar transport system periplasmic component	0ef1dff5be48823647939cd6e5a8fa3b
1	small-conductance mechanosensitive channel;hypothetical protein;COG0668: Small-conductance mechanosensitive channel	130587dc051c96cd515f7966d7e8cec8
1	modf	0d2a9127296eb102e6976075dc95e6e8
1	cell division protein ftsW	0ddf4c30942a8ac0ef485aaecf3acc21
1	putative response regulator;amir;COG3707: Response regulator with putative antiterminator output domain;possible ethanolamine two-component response regulator;conserved hypothetical protein	10c242b74825c6102b54ea4be0720eb2
1	hypothetical protein	101377f7dfb603965e0e4c58d02eca39
1	NagC family Transcriptional regulator;XylR-type repressor;ROK family protein;transcriptional regulator/sugar kinase	0f765648752bc931050383fd813d46eb
1	hypothetical protein	0484298667f5135c9c3860c2e143a9a0
1	solute-binding protein of ABC transporter for peptides	0cd9e7dde570eb72182ae21df2670be0
1	hypothetical protein	10c8b73ba456f6601a4dc9544e1cfab4
1	thiamine biosynthesis lipoprotein ApbE	02c3bc5b085129134c09e248cce0283c
1	hypothetical protein	142c0ff7b5496cf7d82a7f6fb76ba8e3
1	hypothetical protein	09971f643ecddc74c642b4400174a195
1	hypothetical protein	07a68997d4fd3fd723d632019f2adb57
1	hypoxanthine-guanine phosphoribosyltransferase	045b5c02bce68e2779c75ea4f4ffc03c
1	lysyl-tRNA synthetase;lysyl-tRNA synthetase;lysyl-tRNA synthetase	1136a82f4650f24e743c8b028f66c6bc
1	hypothetical protein;hypothetical protein	07d3f9da0be7ca1b8f76d19aa4a30944
1	galactoside permease;galactoside permease;galactoside permease;galactoside permease	05edd04926c74297e4ecb60140901f7a
1	conserved hypothetical protein	10d9269ed1caba731405c7ba24fafd74
1	;-alpha-glucan branching enzyme	078d4aed4ca754202d8c54428fa6ffdf
1	phosphoglycerol transferase family protein;mdob1	0d79e3a36e143d8f29781133f470475c
1	phage integrase family protein	0f83a36219b48028a49bab7b784eed13
1	phosphoglycerate kinase;COG0126: 3-phosphoglycerate kinase;pgk	016b5d232bcfa8e8046b28cfda22a5ec
1	D-alanyl-alanine synthetase A	065ce70d032e43e2a00717c0c01eb7f6
1	DNA-directed RNA polymerase subunit alpha;DNA-directed RNA polymerase subunit alpha;DNA-directed RNA polymerase subunit alpha;COG0202: DNA-directed RNA polymeras;lpha subunit/40 kD subunit;DNA-directed RNA polymerase subunit alpha;DNA-directed RNA polymerase subunit alpha;rpoa;DNA-directed RNA polymerase subunit alpha	03dc12f915f0d6d9e251b16e482bb5d6
1	integrase;transposase;COG2801: Transposase and inactivated derivatives	10589a6f4e3e824b1b44624f64d43426
1	hypothetical protein;hypothetical protein;hypothetical protein	06d5b9717b2e9f1c7530946dd0abd1a2
1	extracellular solute-binding protei;amily 1	0f135caf04e63f85f052236cb410c7eb
1	hypothetical protein	049dc0c0e20849c3c6d560c1407fc1b3
1	macrolide-specific ABC-type efflux carrier MacB	09bbf2e6b5125a11715cefd29a7ce71f
1	M13 family peptidase	06c7dee5ed80c6c08b40c47f572dd51e
