Kingdom	Phylum	Class	Order	Family	Genus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Melissococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Pilibacter
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Sharpea
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactovum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Acetoanaerobium
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Acidaminobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Anaerobranca
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Anaerococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Anaerovirgula
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Anaerovorax
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Blautia
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Carboxydocella
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Dethiosulfatibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Finegoldia
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Flavonifractor
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Fusibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Gallicola
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Guggenheimella
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Helcococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Howardella
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Mogibacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Murdochiella
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Natranaerovirga
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Parvimonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Peptoniphilus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Proteiniborus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Proteocatella
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Pseudoflavonifractor
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Sedimentibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Soehngenia
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Sporanaerobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Sulfobacillus
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Symbiobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Thermaerobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Streptococcaceae	Tissierella
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaerobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaerosporobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anoxynatronum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caminicella
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiisalibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Fervidicella
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Natronincola
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oxobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Saccharofermentans
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sporosalibacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tepidimicrobium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Thermobrachium
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Thermohalobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Thermotalea
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Tindallia
Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitalea
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Alkalibaculum
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Garciella
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Gracilibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacillus
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliophilum
Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Heliorestis
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Parasporobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sporobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillospira
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitispora
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfonispora
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfurispora
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Sporotomaculum
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Syntrophobotulus
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Anaerosphaera
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Sporacetigenium
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Tepidibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetanaerobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Fervidicola
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Pelospora
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Thermohydrogenium
Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Thermosyntropha
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halarsenatibacter
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halocella
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halothermothrix
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Acetohalobium
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Fuchsiella
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halanaerobacter
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halanaerobaculum
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halonatronum
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Natroniella
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Selenihalanaerobacter
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Sporohalobacter
Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius
Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natronovirga
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Caldanaerovirga
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Caldicellulosiruptor
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Mahella
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Syntrophaceticus
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Thermoanaerobacterium
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Thermosediminibacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Thermovenabulum
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Natranaerobiaceae	Thermovorax
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Acetogenium
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobius
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caloribacterium
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfovirgula
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Gelria
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Tepidanaerobacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermanaeromonas
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermobacteroides
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Coprothermobacter
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Thermodesulfobium
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succinispira
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Acetonema
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Allisonella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroarcus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeroglobus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaeromusa
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerosinus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Centipeda
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dendrosporobacter
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Negativicoccus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pectinatus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Propionispira
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Propionispora
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Quinella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Schwartzia
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Sporolituus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Sporomusa
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Thermosinus
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Zymophilus
Bacteria	Firmicutes	Thermolithobacteria	Thermolithobacterales	Thermolithobacteraceae	Thermolithobacter
Bacteria	Tenericutes	Thermolithobacteria	Acholeplasmatales	Acholeplasmataceae	Acholeplasma
Bacteria	Tenericutes	Thermolithobacteria	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
Bacteria	Tenericutes	Thermolithobacteria	Anaeroplasmatales	Anaeroplasmataceae	Asteroleplasma
Bacteria	Tenericutes	Thermolithobacteria	Entomoplasmatales	Entomoplasmataceae	Entomoplasma
Bacteria	Tenericutes	Thermolithobacteria	Entomoplasmatales	Entomoplasmataceae	Mesoplasma
Bacteria	Tenericutes	Thermolithobacteria	Entomoplasmatales	Spiroplasmataceae	Spiroplasma
Bacteria	Tenericutes	Thermolithobacteria	Haloplasmatales	Haloplasmataceae	Haloplasma
Bacteria	Tenericutes	Thermolithobacteria	Mycoplasmatales	Mycoplasmataceae	Eperythrozoon
Bacteria	Tenericutes	Thermolithobacteria	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
Bacteria	Tenericutes	Thermolithobacteria	Mycoplasmatales	Mycoplasmataceae	Ureaplasma
